x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.0,0.0,0.0,-0.0994110107421875,-0.025038480758666992,-0.013573844910922617,-0.20835423469543457,-0.005660355091094971,-0.04038690775013265,-0.2849578261375427,0.08425760269165039,-0.0669673681197196,-0.3287913203239441,0.17437732219696045,-0.0928431153235465,-0.21250003576278687,-0.1882670521736145,-0.05855823307609853,-0.2797256112098694,0.054063498973846436,-0.09633146225786504,-0.22950994968414307,0.08586299419403076,-0.11492684482908544,-0.19786643981933594,0.02416229248046875,-0.12685970216369924,-0.13986462354660034,-0.15659409761428833,-0.07432755827284154,-0.21311604976654053,0.09927713871002197,-0.10516944527006444,-0.1688421368598938,0.0853726863861084,-0.1060909032759696,-0.1442399024963379,0.017794787883758545,-0.1100250035462409,-0.07395654916763306,-0.09666216373443604,-0.09022864698744115,-0.14528506994247437,0.13095474243164062,-0.11654814332104024,-0.10709899663925171,0.10632562637329102,-0.10067083685970601,-0.08615463972091675,0.03635227680206299,-0.09231695532179174,-0.015234947204589844,-0.024827241897583008,-0.10669076442098913,-0.08063572645187378,0.14338523149490356,-0.12596813588714895,-0.05283576250076294,0.11829698085784912,-0.11161332576847371,-0.027432143688201904,0.05316585302352905,-0.10000512003279027
0.0,0.0,0.0,-0.09513533115386963,-0.006220877170562744,-0.02282228083464588,-0.18292391300201416,0.00683140754699707,-0.05044888281378235,-0.24758565425872803,0.06373542547225952,-0.07381387748870338,-0.28638559579849243,0.13162559270858765,-0.09880147823247398,-0.20379698276519775,-0.16081595420837402,-0.09596986272487129,-0.2807323932647705,0.047098517417907715,-0.12893378683480705,-0.2656247019767761,0.16718041896820068,-0.13258133777532066,-0.24263906478881836,0.2131291627883911,-0.13346710750016655,-0.14371633529663086,-0.1405898928642273,-0.105522073294253,-0.2218971848487854,0.093558669090271,-0.13943870314511742,-0.2157430648803711,0.2236471176147461,-0.13976772078427757,-0.20992988348007202,0.2881978750228882,-0.1435084784880587,-0.08349913358688354,-0.08429396152496338,-0.11316180923137154,-0.15849041938781738,0.13842475414276123,-0.14853338846120323,-0.15766674280166626,0.2556464672088623,-0.14417394944581474,-0.15113186836242676,0.3077824115753174,-0.14302009292993034,-0.025432705879211426,-0.012207567691802979,-0.12029689499291862,-0.0889008641242981,0.16401803493499756,-0.155058443035216,-0.1022147536277771,0.2603522539138794,-0.1574153149977633,-0.10352325439453125,0.30921363830566406,-0.15726228007230247
0.0,0.0,0.0,-0.0920667052268982,-0.005762696266174316,-0.02018020131117737,-0.17818409204483032,-0.0026143789291381836,-0.04322632976300156,-0.24335819482803345,0.036811649799346924,-0.06397227026945984,-0.28840336203575134,0.08590620756149292,-0.08288549460894501,-0.1806102991104126,-0.1869322657585144,-0.06867359407669937,-0.24489378929138184,0.007043957710266113,-0.1030334142637912,-0.212324857711792,0.0732496976852417,-0.11196242846972382,-0.18573522567749023,0.05560934543609619,-0.11645348944193756,-0.11991143226623535,-0.1655678153038025,-0.0796409530234996,-0.18758368492126465,0.05382603406906128,-0.11416589297778046,-0.15694862604141235,0.0872340202331543,-0.11039384283549225,-0.13771003484725952,0.049639344215393066,-0.10851291396147644,-0.06112033128738403,-0.11196154356002808,-0.09148678757674134,-0.12539803981781006,0.09187406301498413,-0.12357617743737137,-0.09990072250366211,0.104023277759552,-0.1063123700810138,-0.08128726482391357,0.05498617887496948,-0.09416543521410858,-0.009882569313049316,-0.045059919357299805,-0.10436194219118988,-0.06983768939971924,0.11106902360916138,-0.13203364439732468,-0.05751657485961914,0.11621326208114624,-0.1251264346433345,-0.041235506534576416,0.06982243061065674,-0.11739984728819763
0.0,0.0,0.0,-0.0888776183128357,-9.66191291809082e-05,-0.022809555345418175,-0.16946381330490112,0.004172563552856445,-0.04804724600279542,-0.23258328437805176,0.040233075618743896,-0.07025793712699624,-0.27673470973968506,0.09092378616333008,-0.0903339884814045,-0.16767168045043945,-0.17914462089538574,-0.07083460461461755,-0.23243653774261475,0.013342440128326416,-0.10207168530786248,-0.2067558765411377,0.09377628564834595,-0.10703568678462716,-0.17873114347457886,0.08524817228317261,-0.10871290933454247,-0.10760539770126343,-0.15619534254074097,-0.08051324408614846,-0.17509931325912476,0.061560869216918945,-0.10995708178842278,-0.1475214958190918,0.10906076431274414,-0.10177504789197656,-0.12784028053283691,0.08039844036102295,-0.09676605235898705,-0.049016356468200684,-0.10043954849243164,-0.09110642742479058,-0.1118537187576294,0.09655928611755371,-0.1191307358082554,-0.08815544843673706,0.11492794752120972,-0.0991676203545353,-0.0682116150856018,0.07172441482543945,-0.08577456098163339,0.003488481044769287,-0.03321045637130737,-0.10314682643974038,-0.05231887102127075,0.1107603907585144,-0.12791139405334206,-0.041984379291534424,0.11548537015914917,-0.11920204531514855,-0.026869893074035645,0.0730295181274414,-0.11029687296712609
0.0,0.0,0.0,-0.0836256742477417,-0.002556741237640381,-0.0251373352276687,-0.16001218557357788,-0.00585561990737915,-0.05244276316636842,-0.2202703356742859,0.014017105102539062,-0.07597371579879564,-0.27026307582855225,0.05115854740142822,-0.09709864498847764,-0.1534900665283203,-0.19984257221221924,-0.0811104440855388,-0.22103667259216309,-0.014717698097229004,-0.11560351045602602,-0.19836002588272095,0.07477778196334839,-0.12035176547044557,-0.16836422681808472,0.08227938413619995,-0.12168521078103822,-0.09619158506393433,-0.180780827999115,-0.09060032309764665,-0.16571813821792603,0.0338706374168396,-0.1238309332894687,-0.13789647817611694,0.10026741027832031,-0.11341120691770357,-0.11513066291809082,0.08510887622833252,-0.10633014531606477,-0.038968563079833984,-0.12637168169021606,-0.10116058232063097,-0.10309702157974243,0.07435142993927002,-0.13023763539069932,-0.07963377237319946,0.10617148876190186,-0.10691851766580385,-0.05777257680892944,0.07020390033721924,-0.09230533631318849,0.012703359127044678,-0.056682705879211426,-0.11356821300262254,-0.04037976264953613,0.09306114912033081,-0.14164219440692705,-0.028218746185302734,0.10503029823303223,-0.13374702276462358,-0.011090755462646484,0.061321377754211426,-0.12570233287090105
0.0,0.0,0.0,-0.08597952127456665,-0.013228774070739746,-0.027912228727927868,-0.1581546664237976,-0.03052622079849243,-0.054879309037914936,-0.21445560455322266,-0.02253425121307373,-0.07836064452885694,-0.26265496015548706,0.0030939579010009766,-0.09888975078820295,-0.14451730251312256,-0.22762221097946167,-0.06963593269347257,-0.203963041305542,-0.058583080768585205,-0.107298423895827,-0.19245010614395142,0.039495110511779785,-0.11817034090518064,-0.16898173093795776,0.055039286613464355,-0.12250698859452314,-0.08520084619522095,-0.20778417587280273,-0.07725155110119886,-0.15196889638900757,-0.00840538740158081,-0.10934154445885724,-0.13778656721115112,0.08002179861068726,-0.10270640010594434,-0.12118619680404663,0.0742332935333252,-0.09757642204522199,-0.02808248996734619,-0.15106278657913208,-0.08742133284567899,-0.09029126167297363,0.036173105239868164,-0.11834783608674115,-0.07853227853775024,0.0912274718284607,-0.09903701151370115,-0.06002151966094971,0.06686532497406006,-0.08481438214539594,0.0220944881439209,-0.08042562007904053,-0.09986562038420743,-0.029012441635131836,0.054379284381866455,-0.12568595016955442,-0.027525246143341064,0.090365469455719,-0.11677832658051557,-0.013591647148132324,0.06786060333251953,-0.10676203424691266
0.0,0.0,0.0,-0.08425509929656982,-0.008850514888763428,-0.03517068988151095,-0.1528947353363037,-0.045059919357299805,-0.06148643484777949,-0.2046717405319214,-0.05824369192123413,-0.0842227420813515,-0.25454580783843994,-0.05316817760467529,-0.1027168638116791,-0.13799357414245605,-0.27133411169052124,-0.05695169857210658,-0.19336414337158203,-0.12409871816635132,-0.10287857121295474,-0.186909019947052,-0.015651047229766846,-0.12271851366824649,-0.16709953546524048,0.01799476146697998,-0.13122686809367679,-0.08001863956451416,-0.2586042284965515,-0.062415686160989026,-0.14207714796066284,-0.08088177442550659,-0.10129244691199801,-0.1333310604095459,0.03246968984603882,-0.1008109754926636,-0.12038934230804443,0.03737282752990723,-0.09653937137193225,-0.023786187171936035,-0.2055533528327942,-0.07327362215585254,-0.0808454155921936,-0.026552200317382812,-0.11172022736138842,-0.07791626453399658,0.05692487955093384,-0.0962846956259682,-0.06661331653594971,0.04152071475982666,-0.08082599258489154,0.024189352989196777,-0.13307470083236694,-0.08745093709296725,-0.023997485637664795,-0.0002906918525695801,-0.11601065164870761,-0.028861582279205322,0.05144000053405762,-0.10778171634740374,-0.01907956600189209,0.03479921817779541,-0.09598080879516147
0.0,0.0,0.0,-0.08994793891906738,-0.01601111888885498,-0.02989610062002157,-0.1586657166481018,-0.06253761053085327,-0.05118100495099043,-0.20915377140045166,-0.08513277769088745,-0.07064516992329573,-0.25349169969558716,-0.09075409173965454,-0.08582545221804594,-0.136305034160614,-0.2966589331626892,-0.03273135946153616,-0.1861138939857483,-0.1673429012298584,-0.07351949960946058,-0.18215703964233398,-0.062863290309906,-0.09593918324469541,-0.1646389365196228,-0.025172889232635498,-0.10579892397879576,-0.078929603099823,-0.2868717908859253,-0.03784946502207731,-0.13506323099136353,-0.13178128004074097,-0.06967830062865232,-0.13440603017807007,-0.01790940761566162,-0.0724925041294,-0.12293267250061035,-0.005984067916870117,-0.07032106221674894,-0.024345219135284424,-0.2365410327911377,-0.048776859054555644,-0.07823008298873901,-0.0894891619682312,-0.08116009236334776,-0.08355891704559326,0.004134237766265869,-0.06936467588900541,-0.07351309061050415,0.0017843246459960938,-0.055731130400886286,0.021745920181274414,-0.16630619764328003,-0.06299577803372358,-0.023649990558624268,-0.06075310707092285,-0.08235813827275251,-0.038996994495391846,0.004827260971069336,-0.07177028954981779,-0.03397291898727417,0.009276509284973145,-0.05861369670390104
0.0,0.0,0.0,-0.08170729875564575,-0.026063978672027588,-0.0298349256835877,-0.14696788787841797,-0.09005081653594971,-0.05027154602333894,-0.1937684416770935,-0.13108611106872559,-0.06949452825114122,-0.23275142908096313,-0.14850980043411255,-0.08463497229143968,-0.1227726936340332,-0.3192507028579712,-0.02503433406576505,-0.17087715864181519,-0.22338265180587769,-0.06687533624693742,-0.17012107372283936,-0.11479824781417847,-0.09245393194481721,-0.15445077419281006,-0.06223946809768677,-0.10413800694271913,-0.06853699684143066,-0.3195415735244751,-0.029578316511958747,-0.12116420269012451,-0.1936233639717102,-0.06311267383620134,-0.12382376194000244,-0.07196170091629028,-0.06905267156884065,-0.11200737953186035,-0.039710283279418945,-0.06792262710854402,-0.01588505506515503,-0.2771744728088379,-0.04057415344044557,-0.06564325094223022,-0.1528063416481018,-0.07267213382050386,-0.07611346244812012,-0.04755699634552002,-0.062234965639561324,-0.06771737337112427,-0.030143558979034424,-0.049240218030661254,0.030875325202941895,-0.213919997215271,-0.05512038760110727,-0.010556936264038086,-0.1164940595626831,-0.07380953945443025,-0.028486132621765137,-0.040673255920410156,-0.06388209529444566,-0.025297939777374268,-0.02330559492111206,-0.05120589725896707
0.0,0.0,0.0,-0.07083714008331299,-0.03076404333114624,-0.020281280068388696,-0.1322200894355774,-0.11701452732086182,-0.03233779096387934,-0.17134207487106323,-0.17949116230010986,-0.044865513829222436,-0.20679664611816406,-0.22942030429840088,-0.05382628240965914,-0.10124456882476807,-0.33299607038497925,-0.005317136322787519,-0.14698868989944458,-0.29730504751205444,-0.04232771941804003,-0.1485956907272339,-0.19204354286193848,-0.06807698184036326,-0.13805228471755981,-0.12434065341949463,-0.0794819804408462,-0.05282795429229736,-0.3406355381011963,-0.011176842873624082,-0.10033351182937622,-0.2808641195297241,-0.04156735041522097,-0.10560387372970581,-0.16141337156295776,-0.05001447224401545,-0.09832024574279785,-0.10151785612106323,-0.04879769557499003,-0.004460513591766357,-0.3110904097557068,-0.0230693897732408,-0.04880547523498535,-0.24219423532485962,-0.052591311422816034,-0.057586073875427246,-0.1323385238647461,-0.04416050264023852,-0.052165091037750244,-0.08676928281784058,-0.031083169070711847,0.04113286733627319,-0.2612185478210449,-0.037402297047606226,0.0010222792625427246,-0.19822728633880615,-0.05426964783453059,-0.011522948741912842,-0.11726808547973633,-0.04449537643574786,-0.007815957069396973,-0.086830735206604,-0.031165298683276887
