x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.0,0.0,0.0,-0.05196470022201538,-0.007714807987213135,-0.008062310437495057,-0.09943723678588867,-0.058830901980400085,-0.012990576135749166,-0.12473630905151367,-0.11609470099210739,-0.018592918212348764,-0.1323186159133911,-0.16668755188584328,-0.02438806548231298,-0.09263062477111816,-0.15716084837913513,-0.005289429719383065,-0.1189107894897461,-0.21419615671038628,-0.01936203978472406,-0.13785254955291748,-0.24966510385274887,-0.03258913933747465,-0.1522471308708191,-0.2781446576118469,-0.04196314692013914,-0.06717532873153687,-0.18400610983371735,-0.011223819958800618,-0.09201514720916748,-0.2521132081747055,-0.02141916557663137,-0.11003327369689941,-0.2903844714164734,-0.031129145915443246,-0.12277108430862427,-0.32258036732673645,-0.038144292230541055,-0.038010358810424805,-0.1980319730937481,-0.01898287415021116,-0.056997060775756836,-0.2683698311448097,-0.029726968998843972,-0.07236987352371216,-0.3108600080013275,-0.03175716280453855,-0.08228886127471924,-0.347353532910347,-0.03254246517532522,-0.004839181900024414,-0.19812462106347084,-0.028026243592435662,-0.015610337257385254,-0.2658180817961693,-0.03686367898696119,-0.02577829360961914,-0.30674320459365845,-0.03546772330516035,-0.03346741199493408,-0.3393384963274002,-0.03346010103338415
0.0,0.0,0.0,-0.05243420600891113,-0.010595440864562988,-0.004593580565888544,-0.09980309009552002,-0.0739743709564209,-0.006908806111205479,-0.1257951259613037,-0.13345730304718018,-0.011653638049502035,-0.14808320999145508,-0.1804834008216858,-0.015422821580905577,-0.08452969789505005,-0.1673465594649315,0.010677399509113172,-0.11024349927902222,-0.22564227506518364,-0.006444949727047344,-0.13488167524337769,-0.23469827324151993,-0.023066062084872385,-0.15327423810958862,-0.2262049987912178,-0.03252751713200297,-0.06465822458267212,-0.19085834175348282,0.004065528441678623,-0.09292435646057129,-0.24754177778959274,-0.009400330088574549,-0.1183958649635315,-0.25740939378738403,-0.021923586330849787,-0.1372133493423462,-0.25541214644908905,-0.029076961405117174,-0.04194343090057373,-0.20377380400896072,-0.0058354619662353,-0.06738156080245972,-0.2626032903790474,-0.01643298526807513,-0.0904126763343811,-0.2808580622076988,-0.020060855499941965,-0.10871964693069458,-0.29153962433338165,-0.021010806388694903,-0.01541435718536377,-0.20449715852737427,-0.01722479199572291,-0.03131520748138428,-0.2671768441796303,-0.024612353719312807,-0.049311161041259766,-0.2970448210835457,-0.02541086596949782,-0.06643211841583252,-0.3179609403014183,-0.02464044240816321
0.0,0.0,0.0,-0.05262833833694458,-0.014094412326812744,0.0006289461967554644,-0.09580433368682861,-0.07680356502532959,0.0015284539191071644,-0.12119221687316895,-0.1263442486524582,-0.0015394438300262436,-0.14639174938201904,-0.1591031551361084,-0.004031322757711564,-0.082339346408844,-0.17546485364437103,0.02031997279171094,-0.11257785558700562,-0.22447533905506134,0.009970338688233937,-0.1362391710281372,-0.24258289486169815,-0.00292107705119804,-0.153539776802063,-0.25158873200416565,-0.01191563750710145,-0.06991559267044067,-0.19100642204284668,0.0111950092474018,-0.10498905181884766,-0.23981130123138428,0.0023707022415493384,-0.1310563087463379,-0.25534214451909065,-0.008416712610980426,-0.15092629194259644,-0.26184995472431183,-0.015406061290761386,-0.05562913417816162,-0.19815116375684738,-0.0008843923346120164,-0.08983844518661499,-0.2482738457620144,-0.007953611529430304,-0.11663949489593506,-0.26646842807531357,-0.01123747076000825,-0.13738489151000977,-0.27884748578071594,-0.012651696196755324,-0.03865772485733032,-0.19614320248365402,-0.01450539413001195,-0.06653428077697754,-0.24983063340187073,-0.020032492793163215,-0.09158915281295776,-0.2727707400918007,-0.020728552109559928,-0.11362898349761963,-0.2866531163454056,-0.02029894976969615
0.0,0.0,0.0,-0.048619985580444336,-0.001284778118133545,-0.0024301503772541366,-0.0916033387184143,-0.057892024517059326,-0.0011118206648781381,-0.11429226398468018,-0.10658480226993561,-0.003048587216685661,-0.1334775686264038,-0.14185751974582672,-0.0045281148968889795,-0.0986139178276062,-0.15625746548175812,0.01630839998957967,-0.13088059425354004,-0.2096991464495659,0.006473834301655046,-0.15864622592926025,-0.24243783205747604,-0.004941236552472361,-0.1817392110824585,-0.268528513610363,-0.013664487608398446,-0.08788686990737915,-0.17677795886993408,0.007721002354596607,-0.12514150142669678,-0.23141102492809296,-0.002015712995703467,-0.15685296058654785,-0.26227758079767227,-0.012811477155114659,-0.1854614019393921,-0.2897140681743622,-0.01988598224582816,-0.07287794351577759,-0.18897713720798492,-0.0038616436986878,-0.11107462644577026,-0.2476487159729004,-0.014204995565737732,-0.14240896701812744,-0.2768316864967346,-0.020654798344398984,-0.17049401998519897,-0.3021194785833359,-0.023887208521987446,-0.05296981334686279,-0.19436147809028625,-0.017021334589149006,-0.08451217412948608,-0.2522384971380234,-0.026583927542592534,-0.11168104410171509,-0.2795723229646683,-0.029985352278377064,-0.13752996921539307,-0.29961635172367096,-0.031148766026522168
0.0,0.0,0.0,-0.04754990339279175,-0.00010558962821960449,-0.004054543995216875,-0.09240901470184326,-0.05646076798439026,-0.0035517220058594035,-0.1155095100402832,-0.10746392607688904,-0.005820710179314403,-0.1292729377746582,-0.1369946002960205,-0.007951783914968757,-0.10027456283569336,-0.16263557970523834,0.011186533640220375,-0.13515371084213257,-0.22139872610569,0.0019943560800399496,-0.16269665956497192,-0.2564564049243927,-0.008709942889318256,-0.18484193086624146,-0.28636664897203445,-0.017020686496898918,-0.08994007110595703,-0.18107827007770538,0.0033235559566762163,-0.12892812490463257,-0.24034268409013748,-0.005786083140328913,-0.16075527667999268,-0.277082160115242,-0.01608750127713421,-0.18806403875350952,-0.3101702034473419,-0.023131624762818603,-0.07501322031021118,-0.19127635657787323,-0.007246545948937921,-0.11420786380767822,-0.2531609907746315,-0.016560870190069465,-0.14514672756195068,-0.28900186717510223,-0.023430869881913452,-0.1717889904975891,-0.3190777450799942,-0.02749312945167759,-0.05620551109313965,-0.1937847137451172,-0.019501750324771194,-0.08876001834869385,-0.2533915415406227,-0.027879207362339287,-0.11569803953170776,-0.28461384028196335,-0.031379477088258056,-0.14038151502609253,-0.30682192742824554,-0.03314441904883125
0.0,0.0,0.0,-0.04863399267196655,-0.0013144910335540771,-0.003598274821555947,-0.09134715795516968,-0.05458822846412659,-0.003268251354015206,-0.11469805240631104,-0.10097628831863403,-0.0060269685184124455,-0.13614505529403687,-0.12301740050315857,-0.008702612174815272,-0.10505199432373047,-0.15645325183868408,0.011275994898610975,-0.1400739550590515,-0.21385852992534637,0.0008576864072580292,-0.1672300100326538,-0.2482134774327278,-0.010551917990810011,-0.18949687480926514,-0.27846580743789673,-0.01913500267095003,-0.09561687707901001,-0.17543691396713257,0.0025898882465895667,-0.13563579320907593,-0.2383250594139099,-0.008079922450846766,-0.1681433916091919,-0.276168093085289,-0.018828936545318697,-0.19606107473373413,-0.31174542009830475,-0.02596946123070154,-0.08142071962356567,-0.18481189012527466,-0.008950792877143954,-0.12119889259338379,-0.25135594606399536,-0.019717565430468653,-0.15161579847335815,-0.2867491841316223,-0.027239835513896082,-0.17760592699050903,-0.31641727685928345,-0.031472471235460375,-0.06303119659423828,-0.18602611124515533,-0.022110939650005434,-0.09509116411209106,-0.24672873318195343,-0.03097618806189928,-0.12108099460601807,-0.27674204111099243,-0.03455724629587564,-0.14447468519210815,-0.297492191195488,-0.03638756337589655
0.0,0.0,0.0,-0.05013442039489746,-0.0025722384452819824,-0.0013287028456687722,-0.0917397141456604,-0.05323755741119385,-0.0003227105814147535,-0.11410129070281982,-0.09785810112953186,-0.0029135780102222952,-0.13400232791900635,-0.1225787103176117,-0.005361866966879347,-0.10885560512542725,-0.15324808657169342,0.015823085031414053,-0.14344364404678345,-0.20838028192520142,0.007039590443426391,-0.1691722869873047,-0.24072837829589844,-0.0035943797017097268,-0.1905764937400818,-0.26975736021995544,-0.011790282853937128,-0.0996059775352478,-0.1723548024892807,0.006522670558595678,-0.13969314098358154,-0.23283922672271729,-0.002465142465254644,-0.17073369026184082,-0.2687283530831337,-0.01261563582072256,-0.19736015796661377,-0.3029550164937973,-0.019654435866570452,-0.08534431457519531,-0.18207725882530212,-0.005612404846644381,-0.12507396936416626,-0.245173841714859,-0.01467307453701494,-0.15426504611968994,-0.27935172617435455,-0.02151158434996603,-0.17910456657409668,-0.30780546367168427,-0.02562920359621046,-0.06694453954696655,-0.18369509279727936,-0.019227303394174555,-0.0991278886795044,-0.24117454886436462,-0.026280231603479365,-0.12492203712463379,-0.27021756023168564,-0.028999415987229327,-0.14823848009109497,-0.29038776457309723,-0.030521085315442065
0.0,0.0,0.0,-0.05082923173904419,-0.0014837682247161865,4.60991985136161e-05,-0.09240752458572388,-0.05086371302604675,0.0017171784609644192,-0.11398416757583618,-0.09486368298530579,-0.0008257817055010719,-0.12989330291748047,-0.11258372664451599,-0.003376759278765462,-0.1120193600654602,-0.14726366102695465,0.019212691423305728,-0.14604419469833374,-0.2015916109085083,0.011054000195869662,-0.17175191640853882,-0.235970139503479,0.00041962443064846866,-0.19282352924346924,-0.26683465391397476,-0.007985845829537652,-0.1038849949836731,-0.16569489240646362,0.008944996942588546,-0.14248669147491455,-0.22443974018096924,0.00044181426783040934,-0.17347389459609985,-0.2591872811317444,-0.009544251176706098,-0.19989877939224243,-0.29221370816230774,-0.016464626106611036,-0.09008026123046875,-0.17614412307739258,-0.004220188751062892,-0.1292514204978943,-0.2373199760913849,-0.012822592321029447,-0.15835469961166382,-0.27066120505332947,-0.01875081813632562,-0.1828082799911499,-0.29939016699790955,-0.02210799387394502,-0.07157117128372192,-0.17960020899772644,-0.01898427835403993,-0.10519754886627197,-0.2375406175851822,-0.025386957141748212,-0.13141846656799316,-0.26620447635650635,-0.02702132022677972,-0.15455281734466553,-0.2866755872964859,-0.0277546380340965
0.0,0.0,0.0,-0.050642430782318115,0.004626482725143433,0.0011739187923609506,-0.09047061204910278,-0.04209083318710327,0.00398737921410941,-0.11141777038574219,-0.08313524723052979,0.0025978051874204766,-0.13173723220825195,-0.10192805528640747,0.001254574819782306,-0.11382383108139038,-0.14208486676216125,0.02154199670100354,-0.14853978157043457,-0.19494792819023132,0.014803474610985745,-0.17548704147338867,-0.2267550826072693,0.005078420350642432,-0.1982492208480835,-0.2555748522281647,-0.002809717245085608,-0.10596972703933716,-0.15996946394443512,0.011029741568805207,-0.145910382270813,-0.21500162780284882,0.003669467130990256,-0.17665672302246094,-0.24807408452033997,-0.006221801666228544,-0.2033824920654297,-0.28112249076366425,-0.013252239832340251,-0.0926089882850647,-0.1700674593448639,-0.0022846445624367107,-0.1325417160987854,-0.2277970314025879,-0.010772599996684562,-0.16121608018875122,-0.26137280464172363,-0.016987527878640662,-0.18622684478759766,-0.29135581851005554,-0.0205407991722808,-0.07487845420837402,-0.17360341548919678,-0.016964026884792816,-0.10962742567062378,-0.22931718826293945,-0.02361411337709285,-0.13509631156921387,-0.2580588459968567,-0.02526177016055442,-0.15796059370040894,-0.2797714024782181,-0.025956447394250404
0.0,0.0,0.0,-0.04885667562484741,0.006729245185852051,-0.00044124476206519603,-0.08751606941223145,-0.03596705198287964,0.0012305496906392932,-0.11011373996734619,-0.07556125521659851,-0.0007868226553782165,-0.1344950795173645,-0.091956228017807,-0.0027437421545855045,-0.11328887939453125,-0.13856294751167297,0.01906336359153471,-0.14928507804870605,-0.19177985191345215,0.011162975611490822,-0.177470862865448,-0.2227783203125,0.0004959867050402522,-0.20180344581604004,-0.24982982873916626,-0.007861361099081421,-0.1061331033706665,-0.15814626216888428,0.009616990382177448,-0.1468232274055481,-0.21169541776180267,0.002028767992136693,-0.17848002910614014,-0.24350380897521973,-0.00833450649459877,-0.20691519975662231,-0.2736687660217285,-0.015804582466977024,-0.09354841709136963,-0.16966813802719116,-0.002538488205196643,-0.1337541937828064,-0.22379831969738007,-0.010427882155077839,-0.16219204664230347,-0.2551155388355255,-0.016145219286578083,-0.1882280707359314,-0.28208884596824646,-0.01962117963065424,-0.07628887891769409,-0.174185648560524,-0.016255906974571133,-0.11020439863204956,-0.22709599137306213,-0.02247258388032236,-0.13434892892837524,-0.2547241151332855,-0.023910553386109257,-0.15695446729660034,-0.27500851452350616,-0.02446308658053198
